product_handle,author,author_location,rating,title,content,author_country,commented_at,verify_purchase,feature,publish
yellow-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Diya Banerjee,"Thane, India",5,Stunning in person,"Bahut sundar hai, loved it. So comfortable for office wear and the colour is exactly as shown. Adding more to my cart soon.",IN,3/10/2026,yes,no,yes
turquoise-green-solid-cotton-satin-co-ord-set,Aanya Goel,"Pune, India",5,Absolutely love it,This is now my favourite. Top and pants both fit perfectly and the set looks so trendy. Packaging was lovely.,IN,5/26/2026,yes,no,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set-3,Charvi Khanna,"Bhubaneswar, India",5,So elegant,"Bahut sundar hai, loved it. Complete set, perfect for functions and got so many compliments. Will definitely order again.",IN,2/6/2026,yes,no,yes
pink-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Kavya Reddy,"Pune, India",4,Runs slightly small,"Liked it a lot. Nice festive set, colour a touch different from the photo. Recommend it.",IN,3/7/2026,yes,no,yes
dark-green-printed-viscose-blended-midi-dress-2,Priya Agarwal,"Lucknow, India",5,Perfect fit,Such a beautiful piece. The dress flows beautifully and is so comfortable. Will definitely order again.,IN,3/16/2026,yes,no,yes
navy-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Kavya Desai,"Dehradun, India",5,Exceeded expectations,Worth every single rupee. The dupatta is gorgeous and the whole set feels festive and premium. Delivery was quick too.,IN,4/1/2026,no,no,yes
blue-printed-viscose-blended-midi-dress,Aishwarya Rao,"Gurugram, India",5,Best purchase,"Even prettier than the photos. Lovely fabric, twirls so well and feels premium. Delivery was quick too.",IN,5/5/2026,yes,no,yes
purple-printed-viscose-blended-midi-dress-2,Kritika Gupta,"Bhopal, India",5,Got so many compliments,"Bahut sundar hai, loved it. Flattering fit, great for brunch and dinners. Lovely Lady never disappoints.",IN,5/17/2026,yes,no,yes
sea-green-solid-cotton-satin-co-ord-set,Swati Arora,"Visakhapatnam, India",5,Best purchase,Worth every single rupee. The fabric falls beautifully and feels premium. Lovely Lady never disappoints.,IN,3/1/2026,yes,no,yes
green-solid-viscose-blended-korean-style-co-ord-set,Ritika Mehta,"Lucknow, India",5,Beautiful piece,Such a beautiful piece. The fabric falls beautifully and feels premium. Adding more to my cart soon.,IN,3/14/2026,yes,no,yes
black-embroidered-viscose-blended-co-ord-set,Pallavi Bhatia,"Ludhiana, India",4,Good quality,Quite happy with this. Trendy co-ord; colour slightly different from the photo. Good value for money.,IN,1/14/2026,yes,no,yes
white-solid-viscose-blended-korean-style-co-ord-set,Sakshi Reddy,"Gurugram, India",5,Premium quality,Such a beautiful piece. The fabric falls beautifully and feels premium. Packaging was lovely.,IN,5/30/2026,yes,yes,yes
mustard-embroidered-viscose-blended-sleeveless-straight-long-kurta,Nisha Bhat,"Patna, India",5,Fabric is lovely,This is now my favourite. So comfortable for office wear and the colour is exactly as shown. Lovely Lady never disappoints.,IN,6/9/2026,yes,no,yes
lavender-embroidered-viscose-silk-blended-co-ord-set,Ananya Iyer,"Patna, India",5,Best purchase,Obsessed with this! The colour is gorgeous in person and the fit is spot on. Adding more to my cart soon.,IN,2/1/2026,yes,no,yes
pista-embroidered-silk-blended-kurta-bottom-dupatta-set,Komal Menon,"Coimbatore, India",5,Highly recommend,"Bahut sundar hai, loved it. Complete set, perfect for functions and got so many compliments. Highly recommend to everyone!",IN,3/11/2026,yes,no,yes
magenta-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Arjun Naidu,"Gurugram, India",5,Got so many compliments,Loved it the moment I opened the parcel. The colour and the work look so elegant in person. Repeat customer for sure.,IN,5/4/2026,yes,no,yes
navy-blue-embroidered-viscose-blended-co-ord-set,Deepika Sinha,"Delhi, India",5,Beautiful piece,This is now my favourite. The fabric falls beautifully and feels premium. Delivery was quick too.,IN,5/28/2026,yes,no,yes
multi-colour-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Harshita Dubey,"Bengaluru, India",5,Got so many compliments,So so happy with this one. The dupatta is gorgeous and the whole set feels festive and premium. Adding more to my cart soon.,IN,5/26/2026,yes,no,yes
teal-blue-embroidered-cotton-co-ord-set,Rohan Verma,"Visakhapatnam, India",5,Stunning in person,"Genuinely impressed. Such a comfy co-ord, perfect for brunch and travel. Adding more to my cart soon.",IN,6/7/2026,yes,no,yes
white-embroidered-viscose-blended-sleeveless-straight-long-kurta,Snigdha Arora,"Gurugram, India",4,Good quality,"Quite happy with this. Nice embroidery, though the colour is slightly lighter than shown. Recommend it.",IN,4/22/2026,yes,no,yes
white-printed-chanderi-kurta-bottom-dupatta-set,Tanvi Gupta,"Bhopal, India",5,Premium quality,Absolutely in love with this! The colour and the work look so elegant in person. Highly recommend to everyone!,IN,1/30/2026,yes,no,yes
dark-green-printed-viscose-blended-midi-dress,Divya Nair,"Chennai, India",5,Perfect fit,"Such a beautiful piece. Lovely fabric, twirls so well and feels premium. Delivery was quick too.",IN,1/19/2026,yes,no,yes
yellow-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Ridhima Dubey,"Nashik, India",5,Premium quality,Obsessed with this! The fit is so flattering and the fabric feels breathable all day. Adding more to my cart soon.,IN,6/20/2026,yes,no,yes
dark-green-printed-viscose-blended-midi-dress,Arjun Gupta,"Hyderabad, India",5,Bahut sundar,"Absolutely in love with this! Flattering fit, great for brunch and dinners. Delivery was quick too.",IN,2/2/2026,yes,no,yes
sky-blue-embroidered-cotton-blended-midi-dress,Sneha Bhat,"Hyderabad, India",5,Exceeded expectations,Obsessed with this! Perfect length and the print is vibrant. Delivery was quick too.,IN,3/31/2026,yes,no,yes
white-embroidered-viscose-blended-sleeveless-straight-long-kurta,Aditya Chopra,"Lucknow, India",5,Exceeded expectations,So so happy with this one. The embroidery is delicate and looks really premium. Lovely Lady never disappoints.,IN,1/23/2026,yes,yes,yes
multi-colour-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Komal Patel,"Patna, India",5,Fabric is lovely,Loved it the moment I opened the parcel. Embroidery is rich and the fit of all three pieces is spot on. Highly recommend to everyone!,IN,5/18/2026,yes,no,yes
white-embroidered-viscose-silk-blended-co-ord-set,Aarohi Joshi,"Raipur, India",5,So elegant,Loved it the moment I opened the parcel. The fabric falls beautifully and feels premium. Repeat customer for sure.,IN,2/12/2026,yes,no,yes
red-embroidered-silk-blended-kurta-bottom-dupatta-set,Mahika Singh,"Hyderabad, India",5,Exceeded expectations,Absolutely in love with this! Embroidery is rich and the fit of all three pieces is spot on. Highly recommend to everyone!,IN,5/9/2026,yes,no,yes
pink-chikankari-embroidered-viscose-blended-lucknowi-co-ord-set,Nidhi Rao,"Patna, India",5,Best purchase,"Genuinely impressed. Such a comfy co-ord, perfect for brunch and travel. Delivery was quick too.",IN,3/4/2026,yes,yes,yes
rama-solid-cotton-satin-co-ord-set,Nisha Dubey,"Mumbai, India",5,Repeat buyer,Such a beautiful piece. The colour is gorgeous in person and the fit is spot on. Will definitely order again.,IN,5/26/2026,yes,no,yes
sky-blue-printed-viscose-blended-midi-dress,Diya Gupta,"Chennai, India",5,Bahut sundar,Worth every single rupee. The dress flows beautifully and is so comfortable. Will definitely order again.,IN,1/14/2026,yes,no,yes
pink-embroidered-viscose-blended-sleeveless-straight-long-kurta,Nisha Khanna,"Indore, India",4,Runs slightly small,Nice pick overall. Fit is good and the fabric is comfortable. Happy overall.,IN,1/25/2026,yes,no,yes
pink-printed-cotton-blended-midi-dress,Nisha Dubey,"Thane, India",4,Good buy,Nice pick overall. Pretty dress and comfortable fabric. Happy overall.,IN,1/16/2026,yes,no,yes
pink-embroidered-cotton-co-ord-set,Janhvi Mishra,"Ahmedabad, India",5,Premium quality,Even prettier than the photos. Top and pants both fit perfectly and the set looks so trendy. Lovely Lady never disappoints.,IN,2/8/2026,yes,no,yes
red-printed-viscose-blended-midi-dress-2,Aditya Chopra,"Ludhiana, India",5,Stunning in person,Such a beautiful piece. Perfect length and the print is vibrant. Delivery was quick too.,IN,1/22/2026,yes,no,yes
purple-embroidered-viscose-blended-co-ord-set,Aarohi Saxena,"Kochi, India",5,Gorgeous!,Obsessed with this! The fabric falls beautifully and feels premium. Highly recommend to everyone!,IN,2/14/2026,yes,no,yes
black-embroidered-viscose-blended-co-ord-set,Charvi Mishra,"Thane, India",5,Worth every rupee,This is now my favourite. The fabric falls beautifully and feels premium. Will definitely order again.,IN,5/30/2026,yes,no,yes
black-printed-silk-blended-midi-dress,Lavanya Naidu,"Bhopal, India",5,Fabric is lovely,Absolutely in love with this! The dress flows beautifully and is so comfortable. Lovely Lady never disappoints.,IN,5/28/2026,yes,no,yes
white-embroidered-viscose-blended-co-ord-set,Tara Bose,"Coimbatore, India",5,Highly recommend,"Bahut sundar hai, loved it. The fabric falls beautifully and feels premium. Packaging was lovely.",IN,3/21/2026,yes,no,yes
green-embroidered-viscose-blended-co-ord-set,Trisha Reddy,"Coimbatore, India",3,Average,Average experience honestly. Top was nice but the pant fit was just okay. Might order again on a sale.,IN,2/5/2026,yes,no,yes
pink-embroidered-viscose-blended-sleeveless-straight-long-kurta,Kavya Rao,"Bhopal, India",5,Beautiful piece,Genuinely impressed. Length is perfect and the stitching is neat. Packaging was lovely.,IN,5/29/2026,yes,no,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Trisha Mishra,"Nashik, India",5,So elegant,Such a beautiful piece. The colour and the work look so elegant in person. Delivery was quick too.,IN,5/9/2026,yes,no,yes
blue-embroidered-cotton-kurta-bottom-dupatta-set,Trisha Menon,"Jaipur, India",5,Absolutely love it,Genuinely impressed. The dupatta is gorgeous and the whole set feels festive and premium. Highly recommend to everyone!,IN,4/16/2026,yes,no,yes
green-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Ritika Pillai,"Mysuru, India",5,Best purchase,"Genuinely impressed. Complete set, perfect for functions and got so many compliments. Lovely Lady never disappoints.",IN,2/10/2026,yes,no,yes
black-printed-embroidered-cotton-blended-midi-dress,Arjun Shetty,"Gurugram, India",5,So elegant,"Absolutely in love with this! Lovely fabric, twirls so well and feels premium. Packaging was lovely.",IN,3/5/2026,yes,no,yes
green-embroidered-silk-blended-kurta-bottom-dupatta-set,Mahika Singh,"Visakhapatnam, India",5,Highly recommend,Loved it the moment I opened the parcel. The dupatta is gorgeous and the whole set feels festive and premium. Highly recommend to everyone!,IN,1/6/2026,yes,no,yes
yellow-solid-cotton-satin-co-ord-set,Garima Sethi,"Chennai, India",4,Nice for the price,Liked it a lot. Trendy co-ord; colour slightly different from the photo. Good value for money.,IN,2/5/2026,yes,no,yes
white-embroidered-georgette-kurta-bottom-dupatta-set,Rhea Sinha,"Mysuru, India",4,Runs slightly small,"Liked it a lot. Nice festive set, colour a touch different from the photo. Would buy again.",IN,5/21/2026,yes,no,yes
blue-embroidered-silk-blended-kurta-bottom-dupatta-set,Rhea Chauhan,"Ahmedabad, India",4,Good buy,"Quite happy with this. Good set overall, the bottom was a little long. Happy overall.",IN,6/3/2026,yes,no,yes
pista-embroidered-silk-blended-kurta-bottom-dupatta-set,Anjali Khanna,"Mumbai, India",5,Got so many compliments,This is now my favourite. The colour and the work look so elegant in person. Will definitely order again.,IN,5/31/2026,yes,no,yes
white-solid-viscose-blended-korean-style-co-ord-set,Deepika Iyer,"Bengaluru, India",5,Worth every rupee,Such a beautiful piece. The colour is gorgeous in person and the fit is spot on. Packaging was lovely.,IN,6/13/2026,yes,no,yes
printed-magenta-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Payal Sethi,"Lucknow, India",5,So elegant,Obsessed with this! The colour and the work look so elegant in person. Packaging was lovely.,IN,3/30/2026,yes,no,yes
green-printed-crepe-silk-co-ord-set,Meera Bose,"Gurugram, India",5,Highly recommend,Obsessed with this! The colour is gorgeous in person and the fit is spot on. Will definitely order again.,IN,6/4/2026,yes,no,yes
green-solid-viscose-blended-korean-style-co-ord-set,Aishwarya Trivedi,"Vadodara, India",5,Fabric is lovely,Genuinely impressed. The fabric falls beautifully and feels premium. Packaging was lovely.,IN,1/19/2026,yes,no,yes
peach-printed-viscose-blended-midi-dress,Ritika Saxena,"Raipur, India",4,Really nice,"Good one for the price. Good dress, the length was a little long for me. Would buy again.",IN,5/13/2026,yes,no,yes
rama-solid-cotton-satin-co-ord-set,Manav Trivedi,"Kochi, India",4,Runs slightly small,"Liked it a lot. Nice set, the pants were slightly loose but manageable. Good value for money.",IN,6/13/2026,yes,no,yes
multi-colour-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Pallavi Mehta,"Thane, India",5,Highly recommend,"So so happy with this one. Complete set, perfect for functions and got so many compliments. Will definitely order again.",IN,3/2/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Sakshi Joshi,"Vadodara, India",5,Fabric is lovely,So so happy with this one. The colour and the work look so elegant in person. Will definitely order again.,IN,1/15/2026,yes,no,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Yash Sinha,"Gurugram, India",5,Absolutely love it,Obsessed with this! The dupatta is gorgeous and the whole set feels festive and premium. Lovely Lady never disappoints.,IN,4/15/2026,yes,no,yes
blue-embroidered-silk-blended-kurta-bottom-dupatta-set,Simran Bhatia,"Raipur, India",5,Repeat buyer,"Bahut sundar hai, loved it. The colour and the work look so elegant in person. Adding more to my cart soon.",IN,5/7/2026,yes,no,yes
navy-printed-viscose-blended-midi-dress,Isha Saxena,"Visakhapatnam, India",5,Worth every rupee,"Absolutely in love with this! Lovely fabric, twirls so well and feels premium. Repeat customer for sure.",IN,3/25/2026,yes,no,yes
red-embroidered-georgette-kurta-bottom-dupatta-set,Deepika Bhatia,"Jaipur, India",5,Beautiful piece,"Bahut sundar hai, loved it. Embroidery is rich and the fit of all three pieces is spot on. Highly recommend to everyone!",IN,3/20/2026,yes,no,yes
brown-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Sneha Trivedi,"Noida, India",5,Best purchase,Even prettier than the photos. Length is perfect and the stitching is neat. Repeat customer for sure.,IN,2/18/2026,yes,no,yes
white-embroidered-cotton-kurta-bottom-dupatta-set,Aarohi Dubey,"Ludhiana, India",5,Repeat buyer,Obsessed with this! The dupatta is gorgeous and the whole set feels festive and premium. Lovely Lady never disappoints.,IN,4/19/2026,yes,no,yes
pista-embroidered-viscose-blended-co-ord-set,Tara Singh,"Ahmedabad, India",5,Premium quality,Loved it the moment I opened the parcel. The fabric falls beautifully and feels premium. Highly recommend to everyone!,IN,3/4/2026,yes,no,yes
red-embroidered-georgette-kurta-bottom-dupatta-set,Tanvi Chauhan,"Noida, India",5,Got so many compliments,Such a beautiful piece. The dupatta is gorgeous and the whole set feels festive and premium. Adding more to my cart soon.,IN,5/4/2026,yes,no,yes
teal-printed-silk-blended-midi-dress,Sanya Jain,"Thane, India",5,Bahut sundar,"So so happy with this one. Lovely fabric, twirls so well and feels premium. Repeat customer for sure.",IN,1/24/2026,yes,no,yes
navy-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Rhea Kulkarni,"Ahmedabad, India",4,Good buy,"Nice pick overall. Good set overall, the bottom was a little long. Would buy again.",IN,4/2/2026,yes,no,yes
black-solid-cotton-satin-co-ord-set,Isha Bhatia,"Vadodara, India",5,Stunning in person,Even prettier than the photos. Top and pants both fit perfectly and the set looks so trendy. Delivery was quick too.,IN,3/29/2026,yes,no,yes
red-printed-viscose-blended-midi-dress-2,Nidhi Saxena,"Mysuru, India",4,Runs slightly small,Nice pick overall. Pretty dress and comfortable fabric. Happy overall.,IN,1/6/2026,yes,no,yes
magenta-embroidered-viscose-silk-blended-co-ord-set,Rohan Kulkarni,"Mumbai, India",5,Beautiful piece,Even prettier than the photos. The fabric falls beautifully and feels premium. Highly recommend to everyone!,IN,4/15/2026,yes,yes,yes
rama-embroidered-viscose-blended-co-ord-set,Snigdha Khanna,"Raipur, India",5,Absolutely love it,Genuinely impressed. Top and pants both fit perfectly and the set looks so trendy. Highly recommend to everyone!,IN,3/15/2026,yes,no,yes
white-embroidered-viscose-silk-blended-co-ord-set,Ridhima Singh,"Coimbatore, India",4,Runs slightly small,Good one for the price. Trendy co-ord; colour slightly different from the photo. Would buy again.,IN,6/16/2026,yes,no,yes
pink-solid-viscose-blended-korean-style-co-ord-set-2,Kritika Rao,"Bhubaneswar, India",5,Worth every rupee,Such a beautiful piece. The fabric falls beautifully and feels premium. Lovely Lady never disappoints.,IN,6/9/2026,yes,no,yes
dark-green-printed-viscose-blended-midi-dress,Saloni Joshi,"Ludhiana, India",5,Got so many compliments,"Loved it the moment I opened the parcel. Flattering fit, great for brunch and dinners. Delivery was quick too.",IN,1/13/2026,yes,no,yes
lavender-embroidered-viscose-silk-blended-co-ord-set,Riya Trivedi,"Dehradun, India",5,Fabric is lovely,Absolutely in love with this! Top and pants both fit perfectly and the set looks so trendy. Lovely Lady never disappoints.,IN,6/13/2026,yes,no,yes
off-white-embroidered-viscose-blended-straight-cut-long-kurta,Kritika Pillai,"Raipur, India",5,Beautiful piece,"Bahut sundar hai, loved it. The fit is so flattering and the fabric feels breathable all day. Highly recommend to everyone!",IN,2/18/2026,no,no,yes
magenta-embroidered-viscose-silk-blended-co-ord-set,Bhavya Pandey,"Jaipur, India",5,Stunning in person,Absolutely in love with this! The colour is gorgeous in person and the fit is spot on. Packaging was lovely.,IN,2/22/2026,yes,no,yes
multi-colour-printed-cotton-blended-midi-dress-2,Tara Rao,"Ahmedabad, India",4,Happy with it,"Really pretty piece. Good dress, the length was a little long for me. Happy overall.",IN,6/6/2026,yes,no,yes
blue-printed-embroidered-cotton-blended-midi-dress,Sonal Saxena,"Kolkata, India",5,Beautiful piece,"Obsessed with this! Lovely fabric, twirls so well and feels premium. Repeat customer for sure.",IN,6/20/2026,yes,no,yes
white-embroidered-georgette-kurta-bottom-dupatta-set,Pallavi Sinha,"Surat, India",4,Happy with it,"Nice pick overall. Good set overall, the bottom was a little long. Good value for money.",IN,2/10/2026,yes,no,yes
maroon-embroidered-silk-blended-kurta-bottom-dupatta-set-3,Lavanya Chauhan,"Nashik, India",5,Perfect fit,So so happy with this one. The dupatta is gorgeous and the whole set feels festive and premium. Packaging was lovely.,IN,2/23/2026,yes,yes,yes
magenta-embroidered-viscose-blended-co-ord-set,Lavanya Gupta,"Chandigarh, India",5,Beautiful piece,Worth every single rupee. Top and pants both fit perfectly and the set looks so trendy. Delivery was quick too.,IN,1/16/2026,yes,no,yes
navy-embroidered-silk-blended-kurta-bottom-dupatta-set-3,Priya Trivedi,"Ahmedabad, India",5,Premium quality,So so happy with this one. Embroidery is rich and the fit of all three pieces is spot on. Lovely Lady never disappoints.,IN,6/15/2026,yes,no,yes
navy-embroidered-silk-blended-kurta-bottom-dupatta-set-2,Isha Naidu,"Kochi, India",4,Good quality,"Liked it a lot. Good set overall, the bottom was a little long. Good value for money.",IN,1/27/2026,yes,no,yes
green-printed-rayon-midi-dress,Pallavi Desai,"Kolkata, India",4,Pretty and comfy,Good one for the price. Pretty dress and comfortable fabric. Recommend it.,IN,6/11/2026,yes,no,yes
navy-blue-embroidered-viscose-blended-co-ord-set,Naina Pillai,"Visakhapatnam, India",4,Looks great,Really pretty piece. Trendy co-ord; colour slightly different from the photo. Happy overall.,IN,3/22/2026,yes,no,yes
pink-embroidered-viscose-blended-sleeveless-straight-long-kurta,Pallavi Arora,"Kolkata, India",5,Got so many compliments,Obsessed with this! The fit is so flattering and the fabric feels breathable all day. Repeat customer for sure.,IN,6/18/2026,no,no,yes
green-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Yash Pandey,"Dehradun, India",5,Perfect fit,So so happy with this one. The dupatta is gorgeous and the whole set feels festive and premium. Lovely Lady never disappoints.,IN,6/8/2026,yes,no,yes
yellow-embroidered-cotton-co-ord-set,Riya Kulkarni,"Patna, India",3,Average,It's an okay piece. Decent set but the fabric felt a bit thin. Just be sure about the size.,IN,6/15/2026,yes,no,yes
white-solid-cotton-satin-co-ord-set,Megha Nair,"Bengaluru, India",5,Perfect fit,Loved it the moment I opened the parcel. The fabric falls beautifully and feels premium. Repeat customer for sure.,IN,5/15/2026,yes,no,yes
yellow-embroidered-cotton-co-ord-set,Sanya Malhotra,"Kochi, India",5,Exceeded expectations,Obsessed with this! The colour is gorgeous in person and the fit is spot on. Adding more to my cart soon.,IN,2/24/2026,yes,no,yes
green-embroidered-viscose-blended-co-ord-set,Garima Roy,"Coimbatore, India",5,Exceeded expectations,"Absolutely in love with this! Such a comfy co-ord, perfect for brunch and travel. Repeat customer for sure.",IN,1/30/2026,yes,no,yes
printed-wine-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Mahika Kulkarni,"Indore, India",5,Highly recommend,"This is now my favourite. Complete set, perfect for functions and got so many compliments. Adding more to my cart soon.",IN,2/13/2026,yes,no,yes
dark-green-printed-viscose-blended-midi-dress-2,Neha Rao,"Kolkata, India",4,Looks great,Liked it a lot. Pretty dress and comfortable fabric. Recommend it.,IN,4/20/2026,yes,no,yes
blue-printed-embroidered-cotton-blended-midi-dress,Rahul Mehta,"Surat, India",5,Got so many compliments,"Obsessed with this! Lovely fabric, twirls so well and feels premium. Adding more to my cart soon.",IN,2/2/2026,yes,no,yes
black-solid-viscose-blended-korean-style-co-ord-set,Shruti Sharma,"Chennai, India",5,Bahut sundar,Worth every single rupee. The colour is gorgeous in person and the fit is spot on. Will definitely order again.,IN,5/11/2026,yes,no,yes
yellow-embroidered-silk-blended-3-4-sleeves-straight-cut-long-kurta,Aditi Khanna,"Gurugram, India",4,Really nice,"Really pretty piece. Nice embroidery, though the colour is slightly lighter than shown. Happy overall.",IN,3/17/2026,yes,no,yes
pista-embroidered-viscose-blended-co-ord-set,Nisha Bajaj,"Delhi, India",5,Stunning in person,Worth every single rupee. The colour is gorgeous in person and the fit is spot on. Will definitely order again.,IN,1/17/2026,yes,no,yes
pink-chikankari-embroidered-viscose-blended-lucknowi-co-ord-set,Mahika Chauhan,"Dehradun, India",5,Fabric is lovely,"Such a beautiful piece. Such a comfy co-ord, perfect for brunch and travel. Repeat customer for sure.",IN,3/27/2026,yes,no,yes
teal-printed-viscose-blended-midi-dress-2,Komal Pandey,"Coimbatore, India",4,Pretty and comfy,"Nice pick overall. Good dress, the length was a little long for me. Happy overall.",IN,4/29/2026,yes,no,yes
pink-printed-cotton-blended-midi-dress,Rhea Joshi,"Kochi, India",5,So elegant,This is now my favourite. The dress flows beautifully and is so comfortable. Will definitely order again.,IN,1/13/2026,yes,no,yes
green-embroidered-viscose-blended-sleeveless-straight-long-kurta,Diya Chawla,"Delhi, India",5,Highly recommend,Such a beautiful piece. Length is perfect and the stitching is neat. Packaging was lovely.,IN,1/5/2026,yes,no,yes
green-printed-rayon-midi-dress,Manvi Sinha,"Bengaluru, India",5,Got so many compliments,Genuinely impressed. Perfect length and the print is vibrant. Repeat customer for sure.,IN,2/28/2026,yes,no,yes
teal-printed-viscose-blended-midi-dress-2,Nisha Sharma,"Noida, India",5,Got so many compliments,Absolutely in love with this! The dress flows beautifully and is so comfortable. Will definitely order again.,IN,6/15/2026,yes,no,yes
green-embroidered-silk-blended-kurta-bottom-dupatta-set,Trisha Chawla,"Ludhiana, India",4,Happy with it,"Really pretty piece. Nice festive set, colour a touch different from the photo. Good value for money.",IN,3/18/2026,yes,no,yes
cream-blue-embroidered-cotton-co-ord-set,Simran Singh,"Delhi, India",5,Best purchase,"Genuinely impressed. Such a comfy co-ord, perfect for brunch and travel. Packaging was lovely.",IN,4/22/2026,yes,no,yes
red-embroidered-silk-blended-kurta-bottom-dupatta-set,Megha Bose,"Gurugram, India",5,Absolutely love it,Such a beautiful piece. Embroidery is rich and the fit of all three pieces is spot on. Will definitely order again.,IN,1/17/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set,Aditi Roy,"Nashik, India",5,Got so many compliments,"So so happy with this one. Complete set, perfect for functions and got so many compliments. Repeat customer for sure.",IN,1/14/2026,yes,no,yes
pista-embroidered-viscose-blended-co-ord-set,Komal Dubey,"Nashik, India",5,Bahut sundar,Absolutely in love with this! The fabric falls beautifully and feels premium. Highly recommend to everyone!,IN,3/24/2026,yes,no,yes
white-embroidered-viscose-blended-sleeveless-straight-long-kurta,Manav Bose,"Kochi, India",5,Beautiful piece,Loved it the moment I opened the parcel. Length is perfect and the stitching is neat. Lovely Lady never disappoints.,IN,2/3/2026,yes,no,yes
white-and-green-printed-linen-blended-midi-dress,Rhea Kulkarni,"Hyderabad, India",5,Gorgeous!,Obsessed with this! The dress flows beautifully and is so comfortable. Will definitely order again.,IN,2/11/2026,yes,no,yes
wine-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Riya Khanna,"Indore, India",5,Gorgeous!,Absolutely in love with this! The colour and the work look so elegant in person. Packaging was lovely.,IN,3/16/2026,yes,yes,yes
rama-solid-cotton-satin-co-ord-set,Bhavya Kulkarni,"Bengaluru, India",5,Worth every rupee,Such a beautiful piece. The fabric falls beautifully and feels premium. Repeat customer for sure.,IN,4/15/2026,yes,no,yes
blue-printed-viscose-blended-midi-dress,Payal Saxena,"Pune, India",5,Stunning in person,Loved it the moment I opened the parcel. Perfect length and the print is vibrant. Repeat customer for sure.,IN,2/10/2026,yes,no,yes
beige-solid-linen-blended-co-ord-set,Nisha Sethi,"Indore, India",5,Beautiful piece,"Worth every single rupee. Such a comfy co-ord, perfect for brunch and travel. Delivery was quick too.",IN,1/10/2026,yes,yes,yes
maroon-printed-silk-blended-midi-dress,Aarohi Reddy,"Lucknow, India",5,Perfect fit,Genuinely impressed. Perfect length and the print is vibrant. Repeat customer for sure.,IN,5/28/2026,yes,yes,yes
maroon-solid-cotton-satin-co-ord-set,Neha Gupta,"Surat, India",5,Highly recommend,Worth every single rupee. The colour is gorgeous in person and the fit is spot on. Packaging was lovely.,IN,2/28/2026,yes,no,yes
pink-solid-viscose-blended-korean-style-co-ord-set-2,Meera Sharma,"Bhopal, India",4,Looks great,Liked it a lot. Trendy co-ord; colour slightly different from the photo. Happy overall.,IN,4/6/2026,yes,no,yes
pink-embroidered-cotton-blended-midi-dress,Snigdha Malhotra,"Pune, India",5,Fabric is lovely,"Bahut sundar hai, loved it. Flattering fit, great for brunch and dinners. Delivery was quick too.",IN,5/22/2026,yes,no,yes
green-printed-embroidered-silk-blended-3-4-sleeves-kurta-bottom-dupatta-set-2,Aishwarya Arora,"Indore, India",4,Good buy,"Nice pick overall. Lovely set; dupatta is pretty, kurta fit slightly loose. Good value for money.",IN,5/4/2026,yes,no,yes
sea-green-printed-crepe-silk-co-ord-set,Janhvi Kapoor,"Vadodara, India",4,Looks great,Nice pick overall. Both pieces fit well and the fabric is comfy. Recommend it.,IN,2/14/2026,yes,no,yes
pista-printed-viscose-blended-midi-dress,Ishita Pandey,"Vadodara, India",5,Gorgeous!,"Worth every single rupee. Flattering fit, great for brunch and dinners. Delivery was quick too.",IN,5/20/2026,yes,no,yes
sea-green-solid-cotton-satin-co-ord-set,Swati Nair,"Indore, India",5,So elegant,Such a beautiful piece. The fabric falls beautifully and feels premium. Highly recommend to everyone!,IN,6/15/2026,yes,no,yes
white-embroidered-silk-blended-spaghetti-strap-kurta-bottom-dupatta-set,Ananya Singh,"Bhubaneswar, India",5,Repeat buyer,Genuinely impressed. The dupatta is gorgeous and the whole set feels festive and premium. Packaging was lovely.,IN,5/10/2026,yes,no,yes
